LOCATION: Hinsdale
Rent: $4300

March 13, 2021, Enris, Taiyo, Sabiha, Cole, $481.5, 76, 43, 74
July 10, 2021, Luca, Songting, Emmanuel, Caroline, $897.5, 190, 99, 90
July 11, 2021, Luca, Emmanuel, Viha, Rishika, $882.5, 190, 93, 90
July 12, 2021, Luca, Emmanuel, Carlos, Rishika, $888.0, 191, 92, 92
July 13, 2021, Luca, Carlos, Vladimir, Rishika, $897.5, 192, 95, 92
July 14, 2021, Luca, Carlos, Jesus, Rishika, $895.0, 191, 96, 91
July 15, 2021, Luca, Carlos, Jesus, Rishika, $894.0, 192, 96, 90
July 17, 2021, Carlos, Jesus, Viha, Rishika, $885.0, 191, 92, 91
July 18, 2021, Carlos, Jesus, Viha, Rishika, $887.5, 192, 91, 92
July 19, 2021, Carlos, Jesus, Viha, Rishika, $891.5, 193, 93, 91
July 20, 2021, Carlos, Jesus, Luca, Rishika, $894.5, 193, 93, 92
July 21, 2021, Carlos, Jesus, Luca, Rishika, $886.0, 195, 88, 92
July 22, 2021, Jesus, Luca, Songting, Rishika, $884.0, 195, 86, 93
July 24, 2021, Jesus, Luca, Songting, Rishika, $881.0, 195, 86, 92
July 25, 2021, Luca, Songting, Viha, Rishika, $877.0, 196, 86, 90
July 26, 2021, Songting, Vladimir, Luca, Rishika, $878.0, 198, 86, 89
July 27, 2021, Songting, Luca, Emmanuel, Rishika, $880.0, 199, 86, 89
July 28, 2021, Songting, Emmanuel, Igor, Rishika, $886.5, 199, 91, 87
July 29, 2021, Songting, Igor, Viha, Rishika, $886.0, 200, 90, 87
July 31, 2021, Songting, Igor, Viha, Rishika, $876.0, 199, 88, 86
August 01, 2021, Songting, Viha, Emmanuel, Rishika, $883.5, 199, 91, 86
August 02, 2021, Viha, Emmanuel, Jesus, Rishika, $890.5, 200, 93, 86
August 03, 2021, Viha, Emmanuel, Jesus, Rishika, $888.5, 201, 89, 88
August 04, 2021, Viha, Jesus, Luca, Rishika, $891.0, 202, 88, 89
August 05, 2021, Viha, Jesus, Luca, Caroline, $893.5, 203, 87, 90
August 07, 2021, Viha, Luca, Emmanuel, Caroline, $898.0, 204, 88, 90
August 08, 2021, Viha, Luca, Emmanuel, Caroline, $897.0, 205, 88, 89
August 09, 2021, Viha, Emmanuel, Songting, Caroline, $896.5, 206, 87, 89
August 10, 2021, Viha, Emmanuel, Songting, Caroline, $902.5, 206, 87, 91
August 11, 2021, Emmanuel, Songting, Luca, Caroline, $896.5, 207, 85, 90
August 12, 2021, Emmanuel, Songting, Luca, Caroline, $896.5, 207, 85, 90
August 14, 2021, Emmanuel, Luca, Carlos, Rishika, $896.5, 208, 83, 91
August 15, 2021, Emmanuel, Luca, Carlos, Rishika, $890.5, 209, 81, 90
August 16, 2021, Emmanuel, Luca, Igor, Caroline, $895.5, 210, 81, 91
August 17, 2021, Luca, Songting, Viha, Caroline, $897.0, 212, 80, 91
August 18, 2021, Luca, Viha, Songting, Caroline, $902.0, 212, 82, 91
August 19, 2021, Luca, Viha, Songting, Caroline, $902.5, 212, 81, 92
August 21, 2021, Luca, Viha, Songting, Caroline, $911.0, 212, 82, 94
August 22, 2021, Viha, Songting, Vladimir, Caroline, $908.5, 213, 79, 95
August 23, 2021, Viha, Songting, Emmanuel, Caroline, $920.0, 215, 82, 95
August 24, 2021, Songting, Emmanuel, Luca, Caroline, $916.5, 216, 81, 94
August 25, 2021, Songting, Luca, Vladimir, Caroline, $920.5, 217, 83, 93
August 26, 2021, Luca, Songting, Jesus, Caroline, $923.5, 217, 83, 94
August 28, 2021, Luca, Songting, Jesus, Caroline, $926.5, 217, 83, 95
August 29, 2021, Luca, Songting, Jesus, Caroline, $928.0, 218, 84, 94
August 30, 2021, Songting, Jesus, Luca, Caroline, $935.5, 219, 85, 95
August 31, 2021, Songting, Luca, Vladimir, Caroline, $942.5, 220, 87, 95
September 01, 2021, Songting, Luca, Vladimir, Caroline, $944.5, 221, 87, 95
September 02, 2021, Luca, Viha, Igor, Rishika, $934.0, 222, 82, 95
September 04, 2021, Luca, Viha, Igor, Rishika, $946.5, 223, 85, 96
September 05, 2021, Viha, Emmanuel, Luca, Rishika, $948.5, 224, 85, 96
September 06, 2021, Emmanuel, Luca, Jesus, Rishika, $948.5, 224, 85, 96
September 07, 2021, Emmanuel, Luca, Jesus, Rishika, $947.5, 225, 85, 95
September 08, 2021, Emmanuel, Jesus, Songting, Rishika, $949.5, 225, 87, 94
September 09, 2021, Emmanuel, Songting, Carlos, Rishika, $956.0, 225, 86, 97
September 11, 2021, Emmanuel, Carlos, Songting, Rishika, $958.0, 226, 86, 97
September 12, 2021, Carlos, Emmanuel, Songting, Rishika, $970.0, 227, 90, 97
September 13, 2021, Emmanuel, Luca, Jesus, Rishika, $965.0, 227, 88, 97
September 14, 2021, Emmanuel, Luca, Jesus, Caroline, $967.5, 227, 89, 97
September 15, 2021, Emmanuel, Luca, Jesus, Caroline, $973.5, 227, 89, 99
September 16, 2021, Luca, Jesus, Igor, Rishika, $981.0, 228, 90, 100
September 18, 2021, Jesus, Igor, Viha, Rishika, $988.5, 229, 91, 101
September 19, 2021, Jesus, Igor, Songting, Rishika, $984.0, 230, 92, 98
September 20, 2021, Jesus, Igor, Emmanuel, Rishika, $982.0, 230, 90, 99
September 21, 2021, Jesus, Igor, Emmanuel, Caroline, $987.0, 230, 92, 99
September 22, 2021, Igor, Emmanuel, Carlos, Caroline, $989.0, 231, 92, 99
September 23, 2021, Igor, Emmanuel, Carlos, Caroline, $988.5, 232, 91, 99
September 25, 2021, Emmanuel, Vladimir, Viha, Rishika, $981.0, 232, 88, 99
September 26, 2021, Emmanuel, Vladimir, Viha, Rishika, $973.0, 232, 86, 98
September 27, 2021, Emmanuel, Viha, Carlos, Rishika, $965.0, 232, 84, 97
September 28, 2021, Emmanuel, Carlos, Jesus, Rishika, $959.5, 233, 81, 97
September 29, 2021, Carlos, Jesus, Songting, Caroline, $962.5, 233, 81, 98
September 30, 2021, Carlos, Jesus, Songting, Rishika, $970.5, 233, 83, 99
October 02, 2021, Carlos, Jesus, Songting, Rishika, $962.0, 234, 80, 98
October 03, 2021, Carlos, Jesus, Songting, Caroline, $957.0, 234, 78, 98
October 04, 2021, Carlos, Jesus, Songting, Caroline, $957.5, 234, 77, 99
October 05, 2021, Jesus, Songting, Vladimir, Caroline, $960.5, 234, 77, 100
October 06, 2021, Jesus, Songting, Vladimir, Caroline, $968.0, 234, 80, 100
October 07, 2021, Jesus, Songting, Vladimir, Caroline, $967.0, 235, 80, 99
October 09, 2021, Jesus, Vladimir, Viha, Caroline, $965.0, 235, 78, 100
October 10, 2021, Jesus, Viha, Carlos, Caroline, $969.5, 236, 79, 100
October 11, 2021, Jesus, Viha, Carlos, Caroline, $971.5, 237, 79, 100
October 12, 2021, Viha, Carlos, Luca, Caroline, $982.0, 237, 82, 101
October 13, 2021, Viha, Carlos, Luca, Caroline, $987.0, 238, 82, 102
October 14, 2021, Viha, Carlos, Luca, Caroline, $981.5, 238, 81, 101
October 16, 2021, Viha, Carlos, Songting, Caroline, $986.0, 239, 82, 101
October 17, 2021, Carlos, Songting, Vladimir, Caroline, $975.0, 239, 80, 99
October 18, 2021, Carlos, Songting, Vladimir, Caroline, $979.5, 240, 81, 99
October 19, 2021, Carlos, Songting, Luca, Caroline, $982.5, 240, 81, 100
October 20, 2021, Carlos, Songting, Luca, Caroline, $974.5, 240, 79, 99
October 21, 2021, Songting, Luca, Jesus, Caroline, $982.0, 240, 82, 99
October 23, 2021, Songting, Luca, Jesus, Caroline, $978.5, 241, 81, 98
October 24, 2021, Songting, Luca, Vladimir, Caroline, $980.0, 242, 82, 97
October 25, 2021, Songting, Luca, Vladimir, Caroline, $971.5, 242, 81, 95
October 26, 2021, Songting, Vladimir, Jesus, Caroline, $971.0, 242, 82, 94
October 27, 2021, Songting, Vladimir, Luca, Caroline, $967.5, 243, 81, 93
October 28, 2021, Songting, Luca, Emmanuel, Caroline, $964.0, 244, 80, 92
October 30, 2021, Songting, Luca, Jesus, Caroline, $964.5, 245, 77, 94
October 31, 2021, Songting, Jesus, Luca, Rishika, $974.5, 246, 79, 95
November 01, 2021, Songting, Jesus, Luca, Rishika, $979.5, 246, 81, 95
November 02, 2021, Songting, Luca, Jesus, Rishika, $983.0, 246, 80, 97
November 03, 2021, Songting, Luca, Jesus, Rishika, $985.0, 246, 82, 96
November 04, 2021, Songting, Luca, Jesus, Rishika, $991.5, 247, 85, 95
November 06, 2021, Luca, Jesus, Emmanuel, Rishika, $988.0, 247, 86, 93
November 07, 2021, Luca, Jesus, Emmanuel, Rishika, $986.0, 247, 84, 94
November 08, 2021, Luca, Jesus, Emmanuel, Caroline, $994.0, 247, 86, 95
November 09, 2021, Jesus, Emmanuel, Vladimir, Caroline, $986.0, 247, 84, 94
November 10, 2021, Emmanuel, Viha, Jesus, Caroline, $983.0, 247, 84, 93
November 11, 2021, Emmanuel, Jesus, Vladimir, Caroline, $993.0, 247, 88, 93
November 13, 2021, Emmanuel, Jesus, Viha, Caroline, $991.5, 247, 85, 95
November 14, 2021, Emmanuel, Viha, Carlos, Caroline, $1003.5, 248, 89, 95
November 15, 2021, Emmanuel, Viha, Carlos, Caroline, $1010.5, 249, 91, 95
November 16, 2021, Viha, Carlos, Jesus, Caroline, $1018.5, 249, 93, 96
November 17, 2021, Carlos, Jesus, Emmanuel, Caroline, $1025.0, 250, 96, 95
November 18, 2021, Carlos, Jesus, Emmanuel, Caroline, $1027.5, 251, 95, 96
November 20, 2021, Carlos, Emmanuel, Luca, Caroline, $1023.5, 251, 97, 93
November 21, 2021, Carlos, Emmanuel, Luca, Caroline, $1026.0, 251, 98, 93
November 22, 2021, Emmanuel, Vladimir, Songting, Caroline, $1036.0, 252, 100, 94
November 23, 2021, Vladimir, Songting, Carlos, Caroline, $1022.5, 253, 95, 93
November 24, 2021, Vladimir, Carlos, Jesus, Caroline, $1028.0, 254, 94, 95
November 25, 2021, Vladimir, Carlos, Jesus, Caroline, $1036.5, 255, 93, 98
November 27, 2021, Vladimir, Carlos, Jesus, Caroline, $1044.0, 256, 94, 99
November 28, 2021, Carlos, Jesus, Viha, Caroline, $1045.5, 257, 95, 98
November 29, 2021, Carlos, Viha, Luca, Caroline, $1045.0, 258, 94, 98
November 30, 2021, Viha, Luca, Igor, Caroline, $1036.5, 258, 93, 96
December 01, 2021, Viha, Igor, Songting, Caroline, $1039.0, 258, 94, 96
December 02, 2021, Igor, Songting, Viha, Rishika, $1036.0, 258, 94, 95
December 04, 2021, Igor, Songting, Viha, Caroline, $1039.0, 258, 94, 96
December 05, 2021, Igor, Songting, Viha, Caroline, $1028.0, 258, 92, 94
December 06, 2021, Igor, Viha, Carlos, Caroline, $1037.5, 259, 95, 94
December 07, 2021, Igor, Carlos, Vladimir, Rishika, $1034.5, 260, 93, 94
December 08, 2021, Igor, Carlos, Luca, Caroline, $1038.0, 260, 92, 96
December 09, 2021, Carlos, Luca, Songting, Caroline, $1038.5, 261, 89, 98
December 11, 2021, Carlos, Luca, Songting, Rishika, $1048.5, 262, 91, 99
December 12, 2021, Luca, Songting, Carlos, Rishika, $1047.5, 263, 91, 98
December 13, 2021, Songting, Carlos, Jesus, Rishika, $1054.0, 264, 94, 97
December 14, 2021, Songting, Jesus, Emmanuel, Rishika, $1053.5, 264, 95, 96
December 15, 2021, Songting, Emmanuel, Luca, Caroline, $1055.0, 265, 96, 95
December 16, 2021, Songting, Emmanuel, Jesus, Caroline, $1055.5, 265, 95, 96
December 18, 2021, Emmanuel, Jesus, Igor, Caroline, $1052.5, 265, 95, 95
December 19, 2021, Jesus, Igor, Songting, Caroline, $1054.0, 266, 96, 94
December 20, 2021, Jesus, Igor, Songting, Caroline, $1054.5, 266, 95, 95
December 21, 2021, Igor, Emmanuel, Vladimir, Caroline, $1051.0, 266, 96, 93
December 22, 2021, Igor, Emmanuel, Vladimir, Caroline, $1047.5, 266, 97, 91
December 23, 2021, Emmanuel, Vladimir, Songting, Caroline, $1045.0, 267, 94, 92
December 25, 2021, Vladimir, Songting, Jesus, Caroline, $1054.5, 268, 97, 92
December 26, 2021, Vladimir, Songting, Jesus, Caroline, $1068.0, 268, 100, 94
December 27, 2021, Vladimir, Jesus, Viha, Caroline, $1067.0, 269, 100, 93
December 28, 2021, Vladimir, Jesus, Viha, Caroline, $1064.5, 268, 101, 92
December 29, 2021, Vladimir, Jesus, Viha, Caroline, $1067.0, 269, 100, 93
December 30, 2021, Vladimir, Jesus, Emmanuel, Caroline, $1077.0, 270, 102, 94
January 01, 2022, Vladimir, Emmanuel, Carlos, Caroline, $1083.0, 270, 102, 96
January 02, 2022, Vladimir, Emmanuel, Carlos, Caroline, $1090.0, 271, 104, 96
January 03, 2022, Vladimir, Carlos, Jesus, Caroline, $1092.0, 272, 104, 96
January 04, 2022, Vladimir, Carlos, Jesus, Caroline, $1089.5, 272, 103, 96
January 05, 2022, Vladimir, Carlos, Jesus, Caroline, $1076.5, 272, 99, 95
January 06, 2022, Vladimir, Carlos, Jesus, Caroline, $1080.5, 273, 101, 94
January 08, 2022, Vladimir, Carlos, Jesus, Caroline, $1082.0, 274, 102, 93
January 09, 2022, Vladimir, Carlos, Jesus, Caroline, $1076.5, 274, 101, 92
January 10, 2022, Carlos, Jesus, Luca, Caroline, $1076.5, 275, 99, 93
January 11, 2022, Carlos, Jesus, Luca, Caroline, $1072.0, 275, 96, 94
January 12, 2022, Carlos, Jesus, Luca, Caroline, $1073.5, 276, 97, 93
January 13, 2022, Carlos, Jesus, Songting, Caroline, $1078.5, 277, 97, 94
January 15, 2022, Jesus, Carlos, Igor, Caroline, $1075.5, 278, 95, 94
January 16, 2022, Carlos, Songting, Igor, Rishika, $1083.0, 279, 96, 95
January 17, 2022, Songting, Igor, Viha, Caroline, $1072.5, 278, 95, 93
January 18, 2022, Igor, Viha, Carlos, Rishika, $1077.0, 279, 96, 93
January 19, 2022, Igor, Viha, Carlos, Rishika, $1069.5, 279, 93, 93
January 20, 2022, Igor, Viha, Carlos, Rishika, $1064.0, 280, 90, 93
January 22, 2022, Igor, Viha, Songting, Rishika, $1074.5, 281, 91, 95
January 23, 2022, Igor, Viha, Songting, Rishika, $1079.0, 282, 92, 95
January 24, 2022, Igor, Viha, Songting, Rishika, $1087.0, 282, 94, 96
January 25, 2022, Viha, Emmanuel, Songting, Rishika, $1086.0, 283, 94, 95
January 26, 2022, Viha, Emmanuel, Songting, Rishika, $1084.0, 283, 92, 96
January 27, 2022, Emmanuel, Songting, Viha, Rishika, $1084.0, 283, 92, 96
January 29, 2022, Songting, Emmanuel, Jesus, Rishika, $1068.0, 284, 86, 95
January 30, 2022, Songting, Emmanuel, Jesus, Rishika, $1065.0, 284, 86, 94
January 31, 2022, Emmanuel, Jesus, Viha, Rishika, $1061.5, 285, 85, 93
February 01, 2022, Emmanuel, Jesus, Viha, Rishika, $1053.5, 286, 81, 93
February 02, 2022, Jesus, Viha, Songting, Rishika, $1060.5, 287, 83, 93
February 03, 2022, Viha, Luca, Igor, Rishika, $1060.0, 288, 82, 93
February 05, 2022, Viha, Luca, Igor, Rishika, $1063.0, 288, 82, 94
February 06, 2022, Viha, Luca, Igor, Rishika, $1063.0, 289, 80, 95
February 07, 2022, Viha, Luca, Igor, Rishika, $1068.0, 290, 80, 96
February 08, 2022, Viha, Luca, Igor, Rishika, $1063.5, 291, 75, 98
February 09, 2022, Luca, Igor, Songting, Rishika, $1055.0, 292, 72, 97
February 10, 2022, Luca, Songting, Carlos, Rishika, $1062.0, 293, 74, 97
February 12, 2022, Songting, Carlos, Igor, Caroline, $1067.5, 293, 75, 98
February 13, 2022, Songting, Carlos, Luca, Rishika, $1069.5, 294, 75, 98
February 14, 2022, Carlos, Luca, Jesus, Rishika, $1079.5, 295, 77, 99
February 15, 2022, Carlos, Luca, Jesus, Rishika, $1091.5, 296, 81, 99
February 16, 2022, Luca, Jesus, Igor, Rishika, $1091.5, 296, 81, 99
February 17, 2022, Jesus, Igor, Vladimir, Rishika, $1094.0, 296, 82, 99
February 19, 2022, Jesus, Igor, Vladimir, Rishika, $1099.5, 296, 83, 100
February 20, 2022, Jesus, Vladimir, Carlos, Caroline, $1094.0, 297, 80, 100
February 21, 2022, Jesus, Vladimir, Carlos, Caroline, $1104.5, 297, 83, 101
February 22, 2022, Jesus, Carlos, Igor, Caroline, $1109.5, 297, 85, 101
February 23, 2022, Jesus, Carlos, Vladimir, Caroline, $1104.5, 297, 83, 101
February 24, 2022, Carlos, Vladimir, Viha, Caroline, $1096.5, 298, 79, 101
February 26, 2022, Carlos, Vladimir, Viha, Caroline, $1099.0, 299, 78, 102
February 27, 2022, Carlos, Vladimir, Songting, Caroline, $1097.0, 299, 76, 103
February 28, 2022, Vladimir, Igor, Viha, Caroline, $1098.0, 299, 74, 105
March 01, 2022, Vladimir, Viha, Luca, Caroline, $1105.5, 299, 77, 105
March 02, 2022, Viha, Luca, Carlos, Caroline, $1113.0, 300, 78, 106
March 03, 2022, Viha, Luca, Carlos, Caroline, $1118.0, 301, 78, 107
March 05, 2022, Viha, Luca, Carlos, Caroline, $1107.5, 301, 75, 106
March 06, 2022, Viha, Luca, Carlos, Caroline, $1114.5, 302, 77, 106
March 07, 2022, Viha, Luca, Carlos, Rishika, $1114.0, 303, 76, 106
March 08, 2022, Viha, Carlos, Vladimir, Rishika, $1118.5, 304, 77, 106
March 09, 2022, Carlos, Igor, Vladimir, Rishika, $1115.5, 305, 75, 106
March 10, 2022, Carlos, Igor, Viha, Rishika, $1115.0, 306, 74, 106

LOCATION: Lombard
Rent: $3200

March 13, 2021, Kristine, Jack, Mary Anne, Dan, $962.0, 146, 160, 90
March 14, 2021, Kristine, Mary Anne, Jack, Dan, $949.0, 145, 158, 88
March 15, 2021, Mary Anne, Jack, Samantha, Dan, $939.0, 143, 158, 86
March 16, 2021, Mary Anne, Jack, Samantha, Dan, $931.5, 142, 157, 85
March 17, 2021, Mary Anne, Jack, Samantha, Xiaoqing, $931.5, 142, 157, 85
March 18, 2021, Mary Anne, Jack, Angeline, Dan, $936.5, 141, 161, 84
March 20, 2021, Mary Anne, Jack, Angeline, Dan, $941.5, 140, 165, 83
March 21, 2021, Jack, Angeline, Bernadette, Dan, $962.0, 140, 166, 89
March 22, 2021, Jack, Angeline, Bernadette, Dan, $966.5, 139, 165, 92
March 23, 2021, Angeline, Bernadette, Jack, Dan, $974.0, 138, 164, 96
March 24, 2021, Bernadette, Jack, Kristine, Dan, $991.5, 138, 165, 101
March 25, 2021, Bernadette, Kristine, Mary Anne, Dan, $1002.0, 137, 164, 106
March 27, 2021, Bernadette, Mary Anne, Kristine, Dan, $1012.5, 136, 163, 111
March 28, 2021, Bernadette, Mary Anne, Kristine, Dan, $1013.5, 135, 163, 112
March 29, 2021, Bernadette, Mary Anne, Kristine, Xiaoqing, $1018.0, 134, 162, 115
March 30, 2021, Bernadette, Kristine, Stephen, Xiaoqing, $1031.0, 133, 162, 120
March 31, 2021, Kristine, Stephen, Mary Anne, Xiaoqing, $1025.5, 132, 163, 118
April 01, 2021, Stephen, Mary Anne, Jack, Xiaoqing, $1017.0, 131, 164, 115
April 03, 2021, Mary Anne, Jack, Kristine, Xiaoqing, $1014.5, 130, 165, 114
April 04, 2021, Jack, Kristine, Mary Anne, Xiaoqing, $1007.0, 129, 164, 113
April 05, 2021, Jack, Kristine, Mary Anne, Xiaoqing, $1005.5, 129, 167, 110
April 06, 2021, Jack, Mary Anne, Alexey, Xiaoqing, $1007.0, 128, 172, 107
April 07, 2021, Mary Anne, Alexey, Kristine, Xiaoqing, $993.0, 127, 172, 103
April 08, 2021, Mary Anne, Kristine, Jack, Xiaoqing, $983.0, 126, 170, 102
April 10, 2021, Mary Anne, Kristine, Jack, Dan, $988.5, 125, 173, 102
April 11, 2021, Mary Anne, Kristine, Jack, Dan, $991.5, 124, 175, 102
April 12, 2021, Mary Anne, Kristine, Jack, Xiaoqing, $980.0, 124, 174, 99
April 13, 2021, Kristine, Jack, Alexey, Xiaoqing, $979.5, 124, 175, 98
April 14, 2021, Kristine, Alexey, Samantha, Dan, $977.0, 123, 176, 97
April 15, 2021, Kristine, Alexey, Samantha, Dan, $972.0, 123, 174, 97
April 17, 2021, Kristine, Alexey, Samantha, Dan, $964.0, 122, 174, 95
April 18, 2021, Kristine, Alexey, Samantha, Dan, $958.0, 121, 176, 92
April 19, 2021, Kristine, Alexey, Mary Anne, Dan, $946.5, 121, 175, 89
April 20, 2021, Kristine, Alexey, Mary Anne, Xiaoqing, $949.0, 120, 178, 88
April 21, 2021, Kristine, Mary Anne, Samantha, Xiaoqing, $935.5, 119, 177, 85
April 22, 2021, Mary Anne, Alexey, Samantha, Xiaoqing, $932.0, 119, 178, 83
April 24, 2021, Mary Anne, Samantha, Bernadette, Xiaoqing, $942.5, 119, 181, 84
April 25, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $959.5, 119, 183, 88
April 26, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $953.5, 118, 179, 90
April 27, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $950.0, 117, 176, 92
April 28, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $958.5, 116, 173, 98
April 29, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $970.5, 116, 173, 102
May 01, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $980.0, 116, 172, 106
May 02, 2021, Mary Anne, Stephen, Bernadette, Xiaoqing, $992.5, 116, 171, 111
May 03, 2021, Mary Anne, Stephen, Bernadette, Xiaoqing, $989.0, 115, 168, 113
May 04, 2021, Mary Anne, Bernadette, Jack, Xiaoqing, $988.0, 114, 166, 115
May 05, 2021, Bernadette, Mary Anne, Alexey, Xiaoqing, $1001.5, 113, 165, 121
May 06, 2021, Bernadette, Mary Anne, Samantha, Xiaoqing, $1012.5, 112, 163, 127
May 08, 2021, Bernadette, Mary Anne, Samantha, Xiaoqing, $1016.5, 112, 161, 130
May 09, 2021, Bernadette, Mary Anne, Samantha, Dan, $1015.0, 112, 158, 132
May 10, 2021, Bernadette, Samantha, Angeline, Dan, $1010.5, 112, 155, 133
May 11, 2021, Samantha, Angeline, Mary Anne, Xiaoqing, $1002.5, 111, 155, 131
May 12, 2021, Angeline, Mary Anne, Bernadette, Dan, $1012.0, 111, 154, 135
May 13, 2021, Mary Anne, Bernadette, Kristine, Dan, $1017.0, 110, 152, 139
May 15, 2021, Bernadette, Kristine, Stephen, Dan, $1026.0, 109, 154, 141
May 16, 2021, Bernadette, Kristine, Alexey, Dan, $1049.5, 109, 155, 148
May 17, 2021, Bernadette, Kristine, Alexey, Dan, $1066.5, 108, 159, 151
May 18, 2021, Kristine, Alexey, Mary Anne, Dan, $1052.5, 107, 159, 147
May 19, 2021, Kristine, Alexey, Mary Anne, Dan, $1036.5, 106, 157, 144
May 20, 2021, Kristine, Alexey, Stephen, Dan, $1038.5, 105, 161, 142
May 22, 2021, Kristine, Stephen, Samantha, Dan, $1027.5, 105, 159, 140
May 23, 2021, Kristine, Stephen, Samantha, Dan, $1009.5, 104, 155, 138
May 24, 2021, Stephen, Samantha, Kristine, Dan, $1009.0, 104, 156, 137
May 25, 2021, Stephen, Samantha, Kristine, Xiaoqing, $1011.0, 104, 158, 136
May 26, 2021, Stephen, Kristine, Samantha, Dan, $1010.0, 104, 160, 134
May 27, 2021, Kristine, Alexey, Bernadette, Dan, $1013.5, 103, 161, 135
May 29, 2021, Alexey, Angeline, Kristine, Dan, $1012.5, 102, 165, 132
May 30, 2021, Angeline, Kristine, Samantha, Dan, $1008.5, 102, 167, 129
May 31, 2021, Kristine, Samantha, Alexey, Dan, $1012.5, 103, 169, 128
June 01, 2021, Samantha, Alexey, Jack, Dan, $1002.0, 102, 168, 126
June 02, 2021, Samantha, Alexey, Jack, Dan, $1013.5, 103, 173, 125
June 03, 2021, Samantha, Alexey, Jack, Dan, $997.5, 102, 171, 122
June 05, 2021, Samantha, Alexey, Jack, Dan, $986.0, 102, 170, 119
June 06, 2021, Samantha, Alexey, Jack, Dan, $981.0, 101, 170, 118
June 07, 2021, Samantha, Alexey, Jack, Xiaoqing, $976.5, 99, 171, 117
June 08, 2021, Alexey, Samantha, Bernadette, Xiaoqing, $972.5, 98, 169, 118
June 09, 2021, Alexey, Samantha, Jack, Xiaoqing, $963.5, 98, 169, 115
June 10, 2021, Alexey, Samantha, Kristine, Dan, $950.0, 98, 166, 113
June 12, 2021, Samantha, Kristine, Jack, Dan, $939.0, 97, 166, 110
June 13, 2021, Samantha, Kristine, Jack, Dan, $938.5, 97, 167, 109
June 14, 2021, Samantha, Kristine, Bernadette, Dan, $929.0, 96, 164, 109
June 15, 2021, Samantha, Bernadette, Angeline, Dan, $941.0, 96, 164, 113
June 16, 2021, Bernadette, Kristine, Mary Anne, Dan, $952.5, 96, 165, 116
June 17, 2021, Bernadette, Kristine, Mary Anne, Dan, $958.0, 95, 162, 121
June 19, 2021, Bernadette, Kristine, Mary Anne, Dan, $978.5, 95, 163, 127
June 20, 2021, Bernadette, Kristine, Mary Anne, Dan, $989.0, 94, 162, 132
June 21, 2021, Bernadette, Kristine, Alexey, Dan, $994.0, 93, 160, 136
June 22, 2021, Bernadette, Kristine, Alexey, Dan, $1003.0, 93, 160, 139
June 23, 2021, Bernadette, Alexey, Kristine, Dan, $1010.5, 93, 157, 144
June 24, 2021, Alexey, Kristine, Mary Anne, Xiaoqing, $1002.5, 93, 155, 143
June 26, 2021, Alexey, Kristine, Mary Anne, Xiaoqing, $988.5, 93, 153, 140
June 27, 2021, Kristine, Mary Anne, Samantha, Xiaoqing, $977.5, 93, 151, 138
June 28, 2021, Kristine, Mary Anne, Samantha, Xiaoqing, $976.5, 92, 155, 135
June 29, 2021, Kristine, Mary Anne, Bernadette, Xiaoqing, $972.0, 91, 154, 135
June 30, 2021, Kristine, Mary Anne, Bernadette, Xiaoqing, $987.5, 90, 155, 140
July 01, 2021, Mary Anne, Bernadette, Stephen, Xiaoqing, $993.5, 90, 155, 142
July 03, 2021, Mary Anne, Bernadette, Samantha, Xiaoqing, $993.5, 90, 155, 142
July 04, 2021, Bernadette, Mary Anne, Alexey, Xiaoqing, $997.5, 89, 155, 144
July 05, 2021, Bernadette, Alexey, Stephen, Xiaoqing, $1006.0, 89, 156, 146
July 06, 2021, Alexey, Stephen, Kristine, Xiaoqing, $995.0, 89, 154, 144
July 07, 2021, Alexey, Stephen, Kristine, Xiaoqing, $991.0, 89, 156, 141
July 08, 2021, Alexey, Kristine, Jack, Xiaoqing, $980.5, 88, 155, 139
July 10, 2021, Alexey, Jack, Kristine, Xiaoqing, $967.0, 88, 152, 137
July 11, 2021, Alexey, Jack, Kristine, Xiaoqing, $952.0, 87, 148, 136
July 12, 2021, Alexey, Kristine, Angeline, Xiaoqing, $944.5, 86, 147, 135
July 13, 2021, Alexey, Kristine, Angeline, Xiaoqing, $943.0, 86, 150, 132
July 14, 2021, Kristine, Bernadette, Alexey, Dan, $953.5, 87, 151, 134
July 15, 2021, Kristine, Bernadette, Alexey, Dan, $963.0, 86, 152, 137
July 17, 2021, Kristine, Bernadette, Alexey, Dan, $976.0, 85, 152, 142
July 18, 2021, Bernadette, Alexey, Stephen, Dan, $994.5, 84, 153, 148
July 19, 2021, Alexey, Kristine, Angeline, Dan, $972.5, 84, 149, 144
July 20, 2021, Alexey, Kristine, Angeline, Dan, $952.5, 84, 147, 139
July 21, 2021, Alexey, Angeline, Bernadette, Dan, $952.5, 83, 143, 143
July 22, 2021, Alexey, Angeline, Bernadette, Dan, $948.5, 83, 139, 145
July 24, 2021, Angeline, Jack, Alexey, Xiaoqing, $940.0, 83, 138, 143
